limit,sex,education,marital,age,default
50000,male,grad,single,25,0
50000,male,undergrad,married,35,0
50000,male,grad,single,35,0
150000,female,grad,single,27,0
20000,female,undergrad,single,21,1
190000,female,grad,married,39,1
250000,male,grad,married,46,0
380000,male,grad,married,32,0
330000,female,undergrad,single,28,0
50000,female,undergrad,single,31,0
140000,female,grad,single,31,0
20000,female,undergrad,single,50,1
70000,female,grad,single,28,0
160000,female,grad,single,31,0
240000,female,undergrad,married,34,0
300000,female,grad,single,27,0
70000,male,undergrad,single,28,0
30000,female,undergrad,married,28,1
390000,female,grad,single,32,0
20000,female,undergrad,single,40,0
330000,female,grad,married,44,0
420000,female,grad,single,29,0
200000,male,grad,married,63,0
70000,male,undergrad,single,29,1
180000,female,undergrad,married,40,0
260000,female,highschool,other,55,0
80000,female,highschool,single,25,0
250000,female,grad,single,32,0
140000,male,grad,single,29,0
40000,female,undergrad,single,24,1
50000,female,undergrad,married,36,0
210000,female,undergrad,married,37,0
180000,female,undergrad,married,33,0
50000,male,undergrad,single,45,0
320000,female,undergrad,single,54,0
230000,male,grad,married,41,0
160000,female,undergrad,married,40,0
110000,male,undergrad,single,25,0
250000,female,highschool,married,39,0
20000,female,other,single,37,0
170000,female,grad,single,28,0
140000,male,highschool,married,32,0
60000,female,undergrad,married,42,1
20000,male,grad,single,24,1
80000,male,undergrad,married,53,0
60000,male,highschool,single,34,0
210000,female,other,married,35,0
320000,male,undergrad,single,27,0
50000,female,highschool,married,55,0
10000,male,undergrad,other,37,0
50000,male,undergrad,single,51,1
140000,female,undergrad,married,33,0
50000,female,undergrad,married,38,0
80000,male,undergrad,married,36,1
300000,female,grad,married,36,0
520000,female,grad,single,33,1
200000,female,undergrad,other,57,0
200000,female,undergrad,married,35,0
60000,female,undergrad,married,44,0
180000,female,undergrad,married,42,0
120000,female,undergrad,single,24,0
50000,male,undergrad,married,47,0
20000,male,grad,single,33,0
10000,male,undergrad,single,27,1
520000,male,grad,single,34,0
500000,female,grad,married,33,0
50000,male,undergrad,single,24,0
200000,female,undergrad,married,29,0
360000,female,grad,single,36,0
400000,female,grad,married,48,0
90000,male,undergrad,single,30,0
90000,female,undergrad,single,29,0
200000,female,grad,single,29,0
150000,female,grad,married,38,1
350000,male,undergrad,single,31,0
500000,male,undergrad,married,31,0
160000,female,undergrad,single,24,0
80000,male,grad,single,35,0
130000,male,undergrad,single,38,0
100000,female,highschool,single,31,0
80000,male,undergrad,married,46,0
50000,female,undergrad,single,24,0
80000,female,grad,married,50,0
200000,male,grad,single,27,0
330000,female,undergrad,single,28,0
50000,female,grad,single,26,1
80000,female,undergrad,single,23,1
270000,female,undergrad,married,33,0
30000,female,highschool,married,60,0
500000,male,undergrad,single,30,0
60000,female,grad,single,26,0
20000,female,undergrad,married,34,0
180000,female,undergrad,single,28,0
30000,female,undergrad,married,38,0
200000,male,grad,married,45,0
320000,female,grad,single,32,0
210000,female,highschool,married,28,0
200000,female,grad,single,30,0
170000,male,undergrad,single,41,0
50000,male,highschool,married,42,0
20000,female,undergrad,other,52,0
20000,female,undergrad,married,22,0
580000,female,grad,married,31,0
80000,female,highschool,single,25,0
50000,female,grad,married,38,1
30000,male,undergrad,single,31,0
50000,female,undergrad,married,31,1
20000,male,highschool,single,25,1
100000,female,undergrad,married,41,0
80000,male,highschool,single,48,0
40000,female,highschool,married,48,0
80000,female,highschool,married,27,0
10000,male,highschool,single,31,0
200000,female,grad,married,41,0
50000,female,undergrad,other,28,0
140000,female,highschool,single,23,0
340000,female,grad,married,34,0
220000,male,grad,single,28,1
80000,female,grad,single,23,1
20000,male,highschool,single,24,1
500000,male,grad,married,36,0
100000,female,undergrad,married,48,0
150000,male,undergrad,married,39,0
360000,male,undergrad,single,27,0
60000,female,undergrad,married,37,0
500000,male,grad,married,34,0
270000,female,grad,single,27,0
230000,female,undergrad,single,30,0
160000,female,undergrad,single,33,0
20000,male,grad,single,26,0
230000,male,undergrad,married,34,0
50000,female,highschool,single,23,0
500000,female,undergrad,married,52,0
80000,female,highschool,single,30,0
50000,male,highschool,other,55,1
20000,male,undergrad,single,29,0
200000,female,grad,married,40,0
100000,female,undergrad,married,44,0
390000,female,undergrad,married,44,0
450000,male,undergrad,married,44,0
10000,male,highschool,married,40,1
270000,male,undergrad,single,29,0
190000,male,grad,single,33,0
30000,female,grad,single,30,0
360000,female,grad,single,28,0
50000,female,undergrad,single,28,0
240000,female,grad,married,41,0
150000,male,undergrad,single,26,0
150000,male,undergrad,single,44,0
20000,male,undergrad,single,23,0
50000,male,grad,single,24,1
40000,female,undergrad,married,38,0
20000,male,grad,single,25,1
150000,female,grad,single,29,0
50000,female,undergrad,married,48,0
50000,female,highschool,married,44,1
50000,male,undergrad,single,23,1
50000,male,highschool,single,24,1
200000,female,grad,single,35,0
200000,male,grad,single,37,1
120000,female,highschool,married,38,0
90000,male,undergrad,single,28,1
30000,female,grad,single,24,0
70000,male,grad,single,29,0
490000,female,undergrad,married,52,0
50000,male,highschool,married,39,0
320000,male,undergrad,married,55,0
50000,female,grad,single,27,1
140000,female,grad,single,25,1
500000,female,undergrad,single,49,0
500000,male,grad,married,58,0
50000,male,grad,single,34,0
170000,male,highschool,married,31,0
130000,female,highschool,married,36,1
150000,female,highschool,single,27,0
50000,female,grad,single,25,0
410000,male,grad,married,48,0
60000,female,other,single,33,0
150000,male,highschool,married,45,0
260000,female,undergrad,married,43,0
230000,male,grad,married,40,0
50000,male,undergrad,other,49,0
230000,female,grad,single,23,0
280000,female,grad,married,44,0
500000,male,undergrad,single,67,0
30000,male,undergrad,married,38,0
330000,female,undergrad,married,31,0
180000,male,grad,married,50,0
30000,male,undergrad,single,47,1
200000,male,grad,single,36,0
80000,female,highschool,married,41,0
80000,male,undergrad,single,25,1
100000,female,grad,single,27,0
300000,male,grad,married,54,0
240000,female,grad,married,58,1
50000,female,undergrad,married,49,1
50000,female,highschool,married,50,0
100000,male,undergrad,married,42,0
110000,male,highschool,single,40,0
180000,female,undergrad,married,40,0
140000,female,undergrad,single,26,0
80000,male,undergrad,single,28,0
90000,female,grad,single,26,0
90000,male,highschool,married,45,1
240000,female,undergrad,single,41,0
150000,male,grad,married,41,0
240000,female,grad,single,33,0
80000,male,highschool,single,34,0
110000,female,undergrad,married,42,0
120000,female,undergrad,single,39,0
360000,female,undergrad,married,42,0
150000,male,other,single,30,0
80000,male,grad,married,53,0
140000,male,undergrad,married,47,1
50000,male,undergrad,married,40,0
20000,female,highschool,married,36,0
240000,female,grad,married,29,0
50000,male,grad,single,49,0
380000,male,grad,married,57,0
30000,male,undergrad,single,49,0
50000,female,undergrad,married,31,0
160000,female,undergrad,married,36,1
50000,male,undergrad,other,53,0
80000,female,highschool,single,31,0
70000,female,undergrad,single,28,1
200000,male,grad,single,29,0
100000,female,highschool,married,28,1
180000,male,undergrad,single,38,1
360000,male,highschool,married,53,0
230000,male,grad,single,39,0
190000,female,undergrad,married,48,0
260000,male,grad,single,32,0
30000,female,undergrad,single,25,0
150000,female,highschool,single,25,0
80000,female,undergrad,single,34,0
80000,male,undergrad,married,37,1
180000,female,highschool,married,43,0
350000,female,grad,single,33,0
200000,female,highschool,married,30,0
140000,male,undergrad,single,27,0
20000,male,grad,single,25,1
20000,female,highschool,other,55,1
220000,male,grad,single,37,0
290000,female,grad,single,36,1
80000,female,highschool,married,40,0
16000,female,undergrad,married,48,0
100000,female,undergrad,married,33,0
390000,female,undergrad,married,37,0
550000,female,grad,single,35,0
80000,female,undergrad,single,31,0
150000,female,undergrad,married,39,0
20000,female,undergrad,married,27,0
20000,female,undergrad,single,21,0
100000,female,highschool,single,29,0
30000,male,highschool,single,28,1
80000,female,highschool,married,47,0
30000,male,grad,single,33,1
140000,male,highschool,single,23,0
200000,male,undergrad,single,32,0
290000,male,grad,single,41,0
50000,male,undergrad,single,23,0
260000,female,grad,single,28,0
60000,male,undergrad,married,24,0
280000,male,grad,married,34,0
100000,female,grad,single,36,0
290000,female,highschool,married,48,0
50000,male,highschool,married,49,0
150000,male,grad,single,66,0
390000,female,grad,married,39,0
180000,female,undergrad,married,44,0
290000,female,undergrad,married,55,1
180000,male,undergrad,single,34,0
80000,female,grad,single,31,0
450000,female,grad,married,42,0
20000,male,undergrad,single,37,0
80000,male,grad,single,25,0
100000,female,undergrad,single,36,0
70000,male,highschool,married,39,0
330000,male,highschool,married,49,0
200000,male,grad,single,30,0
30000,male,grad,single,36,0
200000,female,highschool,married,69,1
80000,female,grad,single,27,0
340000,female,grad,single,40,0
20000,female,undergrad,single,56,1
130000,female,grad,single,29,0
400000,male,grad,single,31,0
200000,female,undergrad,married,29,0
80000,female,undergrad,married,47,0
50000,male,highschool,married,39,0
30000,female,grad,single,25,0
70000,female,undergrad,single,22,0
500000,male,grad,single,33,0
80000,male,grad,single,27,0
120000,male,undergrad,married,40,0
390000,male,grad,married,33,0
30000,male,highschool,married,52,0
70000,female,grad,single,30,0
140000,male,highschool,single,39,0
30000,female,undergrad,married,27,0
190000,female,undergrad,single,25,0
270000,male,grad,single,33,0
290000,male,grad,single,35,1
50000,male,undergrad,single,29,1
200000,female,grad,married,41,0
30000,female,undergrad,single,24,0
150000,male,undergrad,married,29,0
30000,female,highschool,single,48,1
500000,male,grad,married,34,0
20000,female,grad,single,23,0
50000,male,highschool,married,29,0
280000,male,undergrad,single,30,0
80000,male,highschool,single,24,0
200000,male,grad,single,27,0
30000,female,highschool,married,60,0
30000,female,undergrad,married,24,0
380000,female,undergrad,married,35,0
260000,female,undergrad,single,26,0
50000,male,undergrad,single,22,0
90000,male,highschool,married,53,0
20000,male,undergrad,married,40,0
10000,male,undergrad,single,27,0
400000,female,undergrad,married,44,0
300000,female,grad,single,32,0
150000,female,other,married,25,0
50000,female,undergrad,single,33,0
100000,female,undergrad,single,25,1
150000,female,undergrad,married,38,1
110000,male,undergrad,single,34,0
100000,female,undergrad,single,28,0
50000,male,undergrad,married,33,1
80000,male,grad,single,29,0
210000,female,grad,single,25,0
140000,female,highschool,married,60,1
240000,female,grad,married,43,0
110000,female,undergrad,single,36,0
100000,female,highschool,single,48,0
50000,male,undergrad,married,24,0
90000,female,undergrad,married,35,0
150000,male,grad,single,33,0
100000,female,undergrad,married,30,1
140000,female,undergrad,married,62,0
230000,female,grad,single,33,0
20000,female,undergrad,single,25,1
230000,female,highschool,single,38,0
150000,male,undergrad,single,26,1
20000,male,undergrad,single,24,0
120000,female,highschool,married,35,0
30000,female,highschool,married,58,1
220000,male,grad,married,42,0
250000,male,grad,married,41,0
80000,male,undergrad,married,34,0
60000,male,grad,single,22,0
130000,female,undergrad,married,37,0
400000,male,highschool,married,43,0
150000,female,undergrad,single,28,0
230000,female,highschool,married,58,1
70000,female,highschool,single,24,0
50000,female,undergrad,married,39,0
90000,female,grad,married,38,0
30000,female,highschool,single,49,0
30000,male,undergrad,married,49,0
250000,female,grad,single,26,0
30000,female,undergrad,single,23,0
150000,female,undergrad,married,27,0
400000,female,grad,single,48,0
30000,female,undergrad,married,52,1
270000,female,grad,single,50,0
360000,male,highschool,married,37,0
80000,female,undergrad,married,23,1
70000,female,undergrad,single,33,0
50000,female,grad,single,29,0
220000,female,undergrad,single,38,0
70000,male,undergrad,single,29,1
340000,female,grad,married,39,0
20000,female,highschool,married,43,0
300000,female,undergrad,single,32,0
180000,female,grad,single,29,0
60000,male,undergrad,single,33,0
160000,female,undergrad,single,27,1
50000,male,undergrad,single,37,0
100000,female,grad,married,38,0
60000,female,highschool,married,48,0
30000,male,undergrad,single,23,0
500000,female,undergrad,single,33,0
20000,female,undergrad,married,35,0
50000,female,undergrad,single,23,0
180000,female,undergrad,married,35,0
90000,female,undergrad,single,23,0
150000,female,undergrad,married,33,0
30000,male,undergrad,married,44,0
130000,male,highschool,single,45,0
80000,female,highschool,married,39,0
210000,female,undergrad,married,33,0
530000,female,grad,single,39,0
360000,male,undergrad,married,51,1
140000,female,undergrad,single,36,0
20000,female,undergrad,married,24,0
200000,female,grad,married,40,0
40000,female,undergrad,single,25,1
200000,male,highschool,single,27,0
90000,male,other,single,34,0
410000,male,undergrad,married,45,0
170000,female,highschool,single,42,0
230000,female,grad,married,37,0
210000,female,undergrad,single,42,0
200000,male,undergrad,single,29,0
50000,female,grad,single,25,0
130000,male,undergrad,single,42,0
210000,male,undergrad,single,34,0
130000,female,undergrad,single,42,0
80000,female,undergrad,single,41,0
360000,female,undergrad,married,49,0
500000,male,grad,married,42,0
60000,female,undergrad,married,53,1
160000,female,undergrad,single,26,0
