"","X","carat","cut","color","clarity","depth","table","price","x","y","z"
"21566",21566,1.77,"Premium","G","SI2",62.7,59,9664,7.67,7.66,4.8
"5315",5315,0.74,"Ideal","E","VS1",62.1,53,3804,5.82,5.8,3.61
"33402",33402,0.47,"Fair","E","SI1",65.2,59,828,4.75,4.82,3.12
"14183",14183,1,"Very Good","D","SI1",60.5,58,5755,6.42,6.48,3.9
"22869",22869,1.7,"Premium","I","VS2",62.4,58,10910,7.61,7.56,4.73
"40003",40003,0.41,"Ideal","F","VS2",61.8,57,1107,4.79,4.75,2.95
"26798",26798,2.21,"Premium","F","SI2",59.6,60,16657,8.53,8.49,5.07
"35268",35268,0.3,"Premium","G","IF",61.6,60,895,4.29,4.32,2.65
"2093",2093,0.78,"Very Good","G","VS2",62.6,58,3113,5.81,5.89,3.66
"7529",7529,1.01,"Ideal","D","SI2",62,57,4242,6.42,6.38,3.97
"46742",46742,0.54,"Ideal","F","VS1",62.2,55,1799,5.23,5.25,3.26
"17420",17420,1.13,"Ideal","I","VS1",61.8,57,6980,6.66,6.7,4.13
"21024",21024,1.51,"Premium","D","SI2",62.1,60,9234,7.3,7.25,4.52
"8975",8975,1,"Very Good","F","SI1",61.4,60,4504,6.35,6.38,3.91
"15562",15562,1.01,"Very Good","G","VS1",60.7,63,6239,6.38,6.4,3.88
"37250",37250,0.4,"Very Good","D","VVS2",59.4,61,977,4.77,4.82,2.85
"32463",32463,0.36,"Ideal","H","VVS1",61.5,56,794,4.57,4.6,2.82
"40275",40275,0.31,"Ideal","G","SI1",61.6,57,493,4.32,4.35,2.67
"42331",42331,0.56,"Ideal","E","SI2",61.9,55,1296,5.32,5.34,3.3
"25867",25867,1.82,"Premium","H","SI1",62,59,14949,7.81,7.77,4.83
"144",144,0.7,"Very Good","F","VS1",60,57,2767,5.8,5.87,3.5
"47078",47078,0.52,"Ideal","D","VS2",61.8,57,1822,5.16,5.2,3.2
"53360",53360,0.7,"Premium","G","VS2",59.4,59,2657,5.79,5.76,3.43
"9234",9234,1.19,"Very Good","H","SI2",63.4,58,4558,6.79,6.76,4.29
"25444",25444,1.5,"Ideal","F","VS2",60.4,57,14199,7.43,7.41,4.48
"8262",8262,0.71,"Ideal","D","VS1",61.7,56,4380,5.71,5.74,3.53
"26007",26007,2.12,"Premium","I","SI2",60.6,59,15235,8.3,8.27,5.02
"25208",25208,1.52,"Ideal","G","VS2",62.8,54,13809,7.3,7.36,4.61
"25713",25713,1.35,"Ideal","G","IF",62.2,57,14616,7.07,7.11,4.41
"37236",37236,0.4,"Ideal","E","VS2",62.6,57,975,4.73,4.7,2.95
"28481",28481,0.32,"Very Good","E","SI1",63.5,56,672,4.38,4.34,2.77
"38009",38009,0.42,"Premium","H","SI1",60.5,58,1008,4.85,4.83,2.93
"7406",7406,0.33,"Good","E","SI1",63.3,56,579,4.41,4.43,2.8
"4835",4835,0.77,"Ideal","H","VVS2",61.3,56,3707,5.91,5.94,3.63
"50586",50586,0.56,"Ideal","F","VVS2",62.3,54,2281,5.29,5.34,3.31
"3892",3892,0.77,"Very Good","E","VS1",59.4,61,3488,5.98,5.94,3.54
"26379",26379,2.24,"Ideal","I","SI2",62.1,57,15852,8.31,8.4,5.19
"31536",31536,0.31,"Ideal","E","VVS2",61.4,56,766,4.36,4.4,2.69
"43689",43689,0.5,"Good","D","SI1",62.9,59,1436,4.94,5.01,3.13
"9950",9950,1.13,"Fair","I","VS2",55.9,67,4695,7.05,6.94,3.9
"12103",12103,1.13,"Ideal","I","VS2",62.2,55,5165,6.69,6.67,4.15
"46546",46546,0.51,"Ideal","E","VS2",61.8,56,1781,5.14,5.12,3.17
"37851",37851,0.33,"Ideal","E","VS1",62.7,57,1002,4.45,4.38,2.77
"4232",4232,1.16,"Premium","H","SI2",62.1,58,3573,6.72,6.65,4.15
"37748",37748,0.43,"Very Good","G","VS1",59.3,58,998,4.97,5.02,2.96
"41666",41666,0.61,"Good","I","VS2",63.7,60,1239,5.34,5.28,3.38
"46570",46570,0.5,"Very Good","G","VVS2",61.6,58,1784,5.07,5.09,3.13
"35234",35234,0.36,"Very Good","E","VS1",60.6,58,894,4.61,4.63,2.8
"19713",19713,1.51,"Fair","F","SI2",61.8,66,8287,7.18,7.16,4.43
"29347",29347,0.31,"Ideal","G","VS2",61.7,55,698,4.37,4.35,2.69
"26544",26544,1.75,"Premium","G","VS2",62.8,59,16220,7.62,7.53,4.76
"11654",11654,1.01,"Good","D","SI1",63.9,60,5055,6.29,6.32,4.03
"1437",1437,0.57,"Ideal","F","IF",61.8,54,2974,5.33,5.35,3.3
"4401",4401,0.31,"Ideal","D","SI1",61.1,56,571,4.36,4.38,2.67
"41774",41774,0.55,"Premium","H","SI2",62.4,56,1246,5.23,5.2,3.25
"11267",11267,1.09,"Ideal","G","SI1",62.2,56,4970,6.6,6.55,4.09
"8040",8040,1.01,"Ideal","I","SI2",62.5,57,4336,6.38,6.45,4.01
"1285",1285,0.7,"Very Good","E","VS2",62.4,58,2952,5.66,5.68,3.54
"42698",42698,0.52,"Premium","F","SI1",59.5,59,1338,5.31,5.24,3.14
"41436",41436,0.42,"Ideal","F","VS1",61.6,55,1228,4.84,4.87,2.99
"1644",1644,0.7,"Good","F","VVS1",63.2,58,3018,5.58,5.62,3.54
"20230",20230,1.5,"Very Good","J","VS1",61.3,59,8662,7.36,7.41,4.53
"9531",9531,1.01,"Ideal","J","VS2",61.1,56,4617,6.49,6.51,3.97
"43992",43992,0.3,"Premium","J","VS1",62.6,58,394,4.28,4.31,2.69
"51089",51089,0.7,"Very Good","H","VS2",60,57,2335,5.74,5.8,3.46
"45208",45208,0.51,"Ideal","G","VS1",61.7,55,1656,5.14,5.17,3.18
"45534",45534,0.55,"Ideal","H","VS1",61.2,56,1686,5.26,5.3,3.23
"3",3,0.23,"Good","E","VS1",56.9,65,327,4.05,4.07,2.31
"19905",19905,1.2,"Very Good","F","VS2",62.9,55,8454,6.75,6.8,4.26
"28834",28834,0.41,"Ideal","H","SI1",61.2,57,683,4.76,4.78,2.92
"30560",30560,0.31,"Ideal","D","VS2",62.5,56,734,4.34,4.36,2.72
"7905",7905,1.01,"Very Good","I","SI1",63.1,57,4313,6.32,6.36,4
"14791",14791,1.02,"Good","G","VS1",64.3,57,5951,6.28,6.34,4.06
"22082",22082,1.22,"Ideal","F","VS1",62.3,57,10100,6.83,6.79,4.24
"27688",27688,1.7,"Premium","G","VVS2",59.8,59,18718,7.7,7.75,4.62
"21496",21496,1.52,"Very Good","J","VVS1",63.6,56,9593,7.26,7.33,4.64
"12063",12063,1.01,"Ideal","F","SI2",61.7,56,5154,6.43,6.47,3.98
"16619",16619,1,"Premium","F","VS2",60.5,59,6640,6.57,6.39,3.92
"17389",17389,0.32,"Ideal","G","SI1",61.3,57,612,4.4,4.37,2.69
"48594",48594,0.7,"Good","I","SI1",63.6,55,1995,5.62,5.58,3.56
"22879",22879,1.5,"Ideal","H","VS2",62.3,56,10920,7.34,7.29,4.56
"38363",38363,0.33,"Ideal","D","VVS2",61.1,56,1021,4.46,4.44,2.72
"5695",5695,0.73,"Ideal","F","VVS2",61.9,55.2,3888,5.74,5.79,3.58
"19840",19840,1.02,"Ideal","G","VVS2",62.7,57,8401,6.41,6.45,4.03
"25179",25179,2,"Fair","I","SI1",65.9,60,13764,7.8,7.73,5.12
"43435",43435,0.53,"Ideal","E","SI1",61.4,56,1415,5.21,5.24,3.21
"4711",4711,0.31,"Very Good","I","VVS1",62.2,60,571,4.3,4.32,2.68
"48349",48349,0.74,"Premium","H","SI2",60.9,61,1962,5.84,5.75,3.53
"11313",11313,1,"Fair","F","VS1",67,52,4984,6.12,6.08,4.09
"10947",10947,1.01,"Premium","F","SI1",61.8,59,4899,6.34,6.41,3.94
"37270",37270,0.26,"Ideal","H","VS1",62.3,54,482,4.07,4.11,2.55
"45840",45840,0.56,"Premium","F","SI2",60.2,58,1715,5.36,5.33,3.22
"26638",26638,1.5,"Premium","E","VS1",60.3,60,16409,7.34,7.43,4.45
"46691",46691,0.5,"Very Good","G","VVS2",63,58,1791,4.98,5.02,3.15
"14816",14816,1.07,"Premium","G","VS1",59.6,58,5967,6.66,6.7,3.98
"29964",29964,0.31,"Very Good","H","SI1",62.4,60,446,4.32,4.34,2.7
"15890",15890,1.01,"Premium","G","VS1",59.9,59,6353,6.51,6.48,3.89
"48462",48462,0.56,"Ideal","G","VVS2",61.6,56,1976,5.29,5.32,3.27
"37152",37152,0.32,"Ideal","D","VS2",61.7,57,972,4.39,4.36,2.7
"22381",22381,1.51,"Premium","I","VS1",61.1,61,10401,7.37,7.32,4.49
"38311",38311,0.46,"Ideal","J","VVS1",61.8,56,1018,4.97,4.93,3.06
"3814",3814,0.55,"Ideal","D","VVS2",60.8,56,3468,5.29,5.32,3.23
"26805",26805,2.4,"Ideal","J","SI1",62.7,57,16687,8.6,8.5,5.36
"22916",22916,1.31,"Ideal","F","VS1",61.9,54,10957,7.03,7.06,4.35
"27039",27039,0.32,"Premium","F","VS2",60.7,58,645,4.41,4.45,2.69
"11858",11858,1.03,"Premium","I","VS1",60.4,59,5104,6.57,6.51,3.95
"25823",25823,1.32,"Very Good","F","IF",62.4,58,14842,6.97,7.01,4.36
"38129",38129,0.3,"Ideal","G","VVS1",61.3,56,1013,4.34,4.3,2.65
"46185",46185,0.52,"Very Good","F","VS1",63.2,57,1748,5.09,5.1,3.22
"49663",49663,0.71,"Ideal","I","VS2",61,58,2141,5.77,5.81,3.53
"19079",19079,1.33,"Ideal","H","VS2",62.6,57,7850,7.02,6.98,4.38
"39502",39502,0.48,"Very Good","J","SI2",62.3,63,1080,5.02,4.96,3.11
"36363",36363,0.33,"Ideal","F","VVS1",62.5,56,939,4.43,4.44,2.77
"9532",9532,0.83,"Ideal","F","VS1",61.2,54,4617,6.07,6.11,3.73
"36751",36751,0.33,"Ideal","D","VVS2",60.9,57,955,4.46,4.48,2.72
"31796",31796,0.42,"Ideal","F","SI1",60.9,55,773,4.84,4.88,2.96
"32731",32731,0.31,"Ideal","F","VS2",62.6,57,802,4.33,4.29,2.7
"26495",26495,2.24,"Premium","I","SI2",62.5,59,16097,8.36,8.28,5.2
"25560",25560,1.52,"Premium","F","VS2",59.4,55,14388,7.52,7.46,4.45
"47042",47042,0.67,"Premium","D","SI2",62.9,56,1819,5.65,5.6,3.54
"6476",6476,0.9,"Good","G","VS2",62.1,59,4054,6.02,6.16,3.78
"8133",8133,1.01,"Very Good","E","SI2",61.8,56,4355,6.42,6.5,3.99
"29509",29509,0.32,"Ideal","E","VS2",62.1,55,702,4.36,4.4,2.72
"52165",52165,0.76,"Ideal","I","SI1",62.3,57,2474,5.81,5.87,3.64
"30385",30385,0.33,"Ideal","G","VVS2",61.3,56,730,4.46,4.48,2.74
"19188",19188,1.37,"Very Good","I","VS1",61.8,57,7939,7.09,7.14,4.4
"33054",33054,0.3,"Ideal","F","VVS1",61.5,58,814,4.3,4.32,2.65
"14107",14107,1.03,"Premium","H","VS2",61.8,58,5722,6.48,6.43,3.99
"6184",6184,0.91,"Very Good","I","VS2",61.5,58,3994,6.2,6.23,3.82
"36872",36872,0.42,"Premium","E","VS2",61,59,958,4.82,4.85,2.95
"39331",39331,0.51,"Premium","G","SI1",61.4,58,1071,5.17,5.14,3.16
"17197",17197,2.72,"Fair","J","I1",68.2,56,6870,8.46,8.43,5.76
"15122",15122,1.11,"Ideal","I","VS1",61,57,6077,6.68,6.72,4.09
"21975",21975,1.76,"Premium","I","SI2",62,58,10043,7.76,7.72,4.8
"36896",36896,0.33,"Ideal","H","IF",61,55,959,4.5,4.49,2.74
"14373",14373,0.3,"Ideal","F","VS2",62.7,57,605,4.27,4.31,2.69
"30900",30900,0.41,"Ideal","D","SI1",60.5,57,744,4.81,4.85,2.92
"5598",5598,1.01,"Premium","H","SI1",62.8,58,3869,6.43,6.34,4.01
"12959",12959,1.21,"Ideal","I","VS2",62.3,58,5387,6.79,6.75,4.22
"36520",36520,0.3,"Premium","F","VVS2",61.4,59,945,4.36,4.31,2.66
"16475",16475,1.06,"Premium","G","VS2",60.9,57,6582,6.65,6.61,4.04
"51018",51018,0.71,"Very Good","I","VS1",63.3,56,2327,5.69,5.65,3.59
"17802",17802,1.27,"Very Good","H","VS2",59.2,58,7176,7.07,7.15,4.21
"39045",39045,0.41,"Premium","G","VVS2",62.2,58,1056,4.82,4.76,2.98
"19298",19298,1.22,"Ideal","H","VVS2",62.2,56,8014,6.83,6.87,4.26
"21612",21612,1.04,"Very Good","E","VVS2",62.8,58,9705,6.42,6.45,4.04
"26918",26918,1.93,"Premium","H","VS1",60.5,60,16941,7.98,8.06,4.85
"29453",29453,0.3,"Good","E","VVS1",61.5,62,702,4.28,4.34,2.65
"22070",22070,1.7,"Premium","G","SI2",58.9,62,10091,7.79,7.72,4.57
"9306",9306,1,"Very Good","H","SI1",62.4,58,4574,6.37,6.42,3.99
"38334",38334,0.32,"Ideal","E","VVS1",61.7,56,1020,4.42,4.4,2.72
"10578",10578,1.02,"Premium","H","SI1",61.2,57,4819,6.54,6.5,3.99
"40743",40743,0.36,"Ideal","G","VVS1",61.7,55,1163,4.58,4.6,2.83
"36453",36453,0.31,"Ideal","D","VS2",62.6,56,942,4.36,4.33,2.72
"7956",7956,1.07,"Very Good","G","SI2",62.9,59,4321,6.51,6.58,4.12
"4412",4412,0.72,"Very Good","H","VVS1",59.9,57,3610,5.83,5.86,3.5
"44018",44018,0.51,"Premium","G","VS2",62.3,59,1546,5.1,5.07,3.17
"32923",32923,0.44,"Ideal","E","SI1",62.6,56,810,4.84,4.9,3.05
"38584",38584,0.46,"Fair","G","VS1",58,66,1035,5.08,5.03,2.93
"31238",31238,0.42,"Ideal","D","SI1",61.9,55,756,4.79,4.84,2.98
"28719",28719,0.31,"Very Good","E","VS2",62.9,56,680,4.29,4.33,2.71
"20696",20696,1.03,"Ideal","E","VVS2",61.9,57,8972,6.5,6.46,4.01
"45951",45951,0.56,"Very Good","D","SI1",59.9,60,1723,5.33,5.39,3.21
"14270",14270,1.13,"Premium","H","VS2",62.4,58,5779,6.61,6.66,4.14
"16078",16078,1.17,"Ideal","G","SI1",60.7,56,6419,6.79,6.84,4.13
"53115",53115,0.78,"Ideal","H","SI1",61.1,57,2616,5.9,5.94,3.62
"45134",45134,0.53,"Very Good","E","VS2",62.8,57,1653,5.16,5.19,3.25
"41027",41027,0.41,"Ideal","E","VVS2",61.5,55,1187,4.79,4.83,2.96
"31457",31457,0.34,"Good","E","SI1",63.9,56,765,4.48,4.44,2.85
"45445",45445,0.5,"Premium","E","VS1",60.1,58,1672,5.21,5.17,3.12
"1829",1829,0.71,"Very Good","E","VS1",61.8,56,3059,5.74,5.78,3.56
"34199",34199,0.33,"Ideal","F","VS2",62.3,56,854,4.46,4.43,2.77
"12213",12213,1.15,"Premium","E","SI2",61.7,59,5193,6.7,6.66,4.12
"8286",8286,1,"Very Good","F","SI2",62.2,55,4383,6.39,6.44,3.99
"38251",38251,0.31,"Ideal","J","SI1",62.4,53,379,4.38,4.4,2.74
"42761",42761,0.5,"Very Good","F","VS2",63.4,57,1345,5.01,4.96,3.16
"13258",13258,1.05,"Very Good","G","SI1",62,56,5480,6.47,6.55,4.04
"51613",51613,0.73,"Very Good","E","SI2",62.1,58,2395,5.75,5.81,3.59
"20836",20836,1.01,"Very Good","F","VVS2",61.1,58,9065,6.43,6.47,3.94
"53528",53528,0.76,"Ideal","H","VVS2",61.8,57,2690,5.84,5.91,3.63
"11618",11618,1.08,"Ideal","I","SI1",62.6,53.9,5049,6.51,6.56,4.09
"3718",3718,0.91,"Premium","H","SI2",60.9,61,3453,6.24,6.18,3.78
"25357",25357,0.28,"Very Good","E","VVS2",60,56,642,4.26,4.28,2.56
"50956",50956,0.59,"Ideal","G","VVS1",61.5,57,2322,5.36,5.4,3.31
"9067",9067,1.02,"Good","H","SI2",60.3,63,4517,6.45,6.49,3.9
"3859",3859,0.72,"Ideal","G","VS1",61.8,56,3478,5.74,5.76,3.55
"15208",15208,1.01,"Very Good","G","VS2",63.1,59,6108,6.4,6.37,4.03
"14510",14510,1.01,"Very Good","H","VS2",61.2,57,5861,6.49,6.41,3.95
"28469",28469,0.27,"Ideal","G","IF",61,56,672,4.17,4.19,2.55
"18839",18839,1.5,"Very Good","I","SI1",61.4,62,7722,7.26,7.33,4.48
"23330",23330,1.51,"Premium","F","SI1",62.2,58,11374,7.32,7.27,4.54
"22157",22157,1.58,"Ideal","I","VS2",61.4,55,10197,7.49,7.55,4.62
"8135",8135,1.01,"Very Good","E","SI2",59.6,61,4355,6.56,6.59,3.92
"52019",52019,0.71,"Ideal","F","SI2",65.3,53,2445,5.64,5.58,3.67
"29977",29977,0.35,"Ideal","I","IF",61.1,56,715,4.56,4.6,2.8
"36929",36929,0.41,"Ideal","G","VS1",61.9,57,961,4.81,4.76,2.96
"36532",36532,0.42,"Premium","G","SI1",61.7,58,945,4.8,4.76,2.95
"37842",37842,0.33,"Ideal","D","VS2",62.8,54,1002,4.46,4.43,2.79
"27618",27618,2.01,"Very Good","I","VS1",63,59,18500,7.87,7.94,4.98
"2444",2444,0.9,"Fair","E","SI2",57.5,68,3187,6.37,6.33,3.65
"9521",9521,1.01,"Premium","F","SI2",62.9,59,4616,6.32,6.27,3.96
"31516",31516,0.34,"Premium","E","SI1",60.3,57,765,4.56,4.53,2.74
"7601",7601,0.9,"Very Good","H","VS2",63.6,58,4258,6.1,6.14,3.89
"37772",37772,0.41,"Ideal","E","VS2",62,56,999,4.79,4.72,2.95
"15766",15766,1.2,"Ideal","I","VS2",61.1,58,6303,6.83,6.86,4.18
"26612",26612,1.62,"Ideal","E","VS2",61.4,57,16358,7.54,7.58,4.64
"30328",30328,0.36,"Premium","F","VS2",61.4,58,726,4.56,4.6,2.81
"52640",52640,0.24,"Very Good","F","VVS2",60.5,59,552,3.98,4.05,2.43
"36326",36326,0.32,"Ideal","G","VVS2",61.6,55,936,4.42,4.41,2.72
"168",168,0.58,"Ideal","G","VVS1",61.5,55,2772,5.39,5.44,3.33
"47367",47367,0.78,"Premium","H","SI2",61.1,59,1846,5.91,5.88,3.6
"50232",50232,0.7,"Ideal","I","VS2",62.5,56,2232,5.66,5.7,3.55
"28382",28382,0.33,"Very Good","I","VS1",63.2,57,668,4.4,4.37,2.77
"23075",23075,1.52,"Premium","H","VS2",59.4,59,11105,7.45,7.49,4.44
"14246",14246,0.9,"Good","G","IF",63.1,58,5771,6.09,6.18,3.87
"26710",26710,0.32,"Ideal","H","VVS2",61.8,55,645,4.38,4.42,2.72
"11457",11457,1.02,"Premium","H","VS2",60.4,59,5008,6.52,6.55,3.95
"33120",33120,0.31,"Ideal","H","IF",60,57,816,4.39,4.41,2.64
"34129",34129,0.47,"Very Good","J","VS1",63,60,854,4.92,4.95,3.11
"20872",20872,1.14,"Ideal","G","VS1",61.7,56,9090,6.67,6.71,4.13
"37456",37456,0.35,"Ideal","E","VS2",62.4,57,984,4.55,4.52,2.83
"34344",34344,0.3,"Ideal","E","VVS1",62.3,55,862,4.31,4.32,2.69
"13964",13964,1.01,"Very Good","E","SI1",63.4,58,5684,6.32,6.37,4.02
"7445",7445,0.9,"Premium","F","SI1",59.9,59,4232,6.26,6.29,3.76
"48665",48665,0.53,"Ideal","G","VVS1",61.4,57,2001,5.18,5.21,3.19
"2321",2321,0.7,"Ideal","H","IF",62.2,55,3167,5.68,5.71,3.54
"50549",50549,0.7,"Very Good","G","SI1",62.8,57,2276,5.62,5.66,3.54
"13319",13319,1.01,"Very Good","E","SI1",62.8,57,5499,6.37,6.41,4.01
"48232",48232,0.57,"Premium","D","SI1",58.9,59,1949,5.46,5.41,3.2
"17647",17647,1.52,"Ideal","G","SI2",61.9,57,7108,7.43,7.38,4.58
"40840",40840,0.5,"Premium","F","SI2",61.4,61,1172,5.14,5.09,3.14
"37415",37415,0.38,"Ideal","G","VS2",62.2,56,983,4.64,4.62,2.88
"48507",48507,0.7,"Premium","H","SI2",61.7,58,1982,5.72,5.69,3.52
"18432",18432,1.5,"Good","H","SI2",63.6,58,7495,7.15,7.2,4.56
"39433",39433,0.41,"Ideal","F","VS1",62,57,1076,4.76,4.73,2.94
"30812",30812,0.41,"Ideal","H","VS2",61.5,55,743,4.78,4.81,2.95
"20560",20560,1.2,"Premium","G","VVS2",62.4,56,8870,6.74,6.68,4.19
"32562",32562,0.31,"Ideal","E","VS1",62,55,800,4.35,4.38,2.7
"3211",3211,0.83,"Premium","D","SI1",62.2,60,3347,6.01,5.98,3.73
"19102",19102,1.2,"Ideal","H","VS1",62.1,57,7869,6.77,6.82,4.22
"3693",3693,0.7,"Premium","G","IF",60,59,3447,5.75,5.79,3.46
"43124",43124,0.52,"Ideal","J","IF",62.1,56,1385,5.18,5.12,3.2
"25258",25258,2.12,"Premium","E","SI2",62.4,58,13884,8.22,8.18,5.12
"39354",39354,0.44,"Ideal","E","VS2",61.5,56,1073,4.92,4.9,3.02
"7593",7593,1,"Ideal","H","SI2",62.6,56,4256,6.38,6.34,3.98
"29076",29076,0.4,"Ideal","F","SI2",61.8,53,688,4.77,4.74,2.94
"47257",47257,0.51,"Ideal","G","VVS2",62,57,1842,5.13,5.1,3.17
"20794",20794,1.52,"Very Good","D","SI2",61.2,63,9030,7.39,7.31,4.5
"10900",10900,1.02,"Very Good","H","SI1",63.4,57,4884,6.42,6.36,4.05
"9739",9739,0.9,"Premium","H","VVS2",62.4,58,4657,6.15,6.12,3.83
"27798",27798,0.37,"Premium","G","VS2",60.1,59,649,4.64,4.68,2.8
"8193",8193,1.04,"Premium","I","SI1",62,57,4368,6.5,6.47,4.02
"48494",48494,0.66,"Ideal","D","VS2",61.8,56,1981,5.6,5.57,3.45
"30307",30307,0.41,"Very Good","E","SI1",61,61,725,4.74,4.77,2.9
"50254",50254,0.73,"Premium","I","VVS2",59.3,59,2234,5.91,5.87,3.49
"14149",14149,1.25,"Premium","H","SI2",61.2,62,5740,6.95,6.84,4.22
"46405",46405,0.53,"Premium","F","VS1",59.4,58,1766,5.32,5.28,3.15
"10185",10185,1,"Good","G","SI1",63.9,60,4737,6.22,6.27,3.99
"7788",7788,1.02,"Very Good","E","SI2",58.7,63,4286,6.61,6.55,3.86
"30995",30995,0.3,"Ideal","G","VVS1",60.4,58,747,4.36,4.38,2.64
"42273",42273,0.23,"Very Good","E","VVS2",62.5,55,505,3.94,3.96,2.47
"8670",8670,1.04,"Premium","G","SI2",62.6,58,4455,6.49,6.42,4.04
"22072",22072,1.07,"Ideal","F","VVS2",60.3,55,10093,6.65,6.68,4.02
"526",526,1.17,"Premium","J","I1",60.2,61,2825,6.9,6.83,4.13
"2686",2686,0.81,"Very Good","E","SI1",61.9,58,3243,5.92,5.97,3.68
"38923",38923,0.51,"Premium","F","SI2",58.1,59,1052,5.26,5.24,3.05
"22545",22545,1.23,"Ideal","F","VVS2",63,55,10580,6.89,6.79,4.31
"46550",46550,0.51,"Ideal","E","VS2",61.5,57,1781,5.12,5.09,3.14
"4118",4118,0.79,"Very Good","E","VS2",62.7,56,3539,5.85,5.88,3.68
"44802",44802,0.5,"Ideal","E","VS2",61.5,57,1624,5.11,5.14,3.15
"7817",7817,1,"Good","D","SI2",57.8,58,4295,6.61,6.55,3.8
"41883",41883,0.57,"Ideal","I","VS2",61.6,54,1258,5.35,5.4,3.31
"19798",19798,1.09,"Ideal","G","VVS2",60.6,57,8364,6.62,6.7,4.05
"28353",28353,0.41,"Very Good","E","SI1",63.2,57,667,4.69,4.74,2.98
"23745",23745,1.36,"Ideal","D","VS2",62.1,55,11793,7.18,7.13,4.44
"26675",26675,0.34,"Ideal","F","SI2",61.9,54,426,4.51,4.53,2.8
"34434",34434,0.3,"Ideal","G","IF",61.9,55,863,4.33,4.36,2.69
"45441",45441,0.56,"Ideal","F","VS2",61.6,56,1672,5.28,5.31,3.26
"31653",31653,0.35,"Premium","E","VS2",60.7,60,767,4.55,4.58,2.77
"33663",33663,0.36,"Ideal","E","VS1",61.8,54,835,4.56,4.6,2.83
"10225",10225,1,"Premium","F","VS2",58.7,56,4743,6.46,6.42,3.78
"13735",13735,0.27,"Very Good","F","VVS1",61.8,55,604,4.13,4.16,2.56
"14125",14125,0.99,"Ideal","F","SI1",62.8,57,5728,6.3,6.38,3.98
"33269",33269,0.3,"Ideal","G","IF",62.6,54,826,4.3,4.33,2.7
"41841",41841,0.51,"Ideal","G","SI1",61.5,55.5,1254,5.13,5.19,3.17
"44497",44497,0.51,"Very Good","G","VS1",62.7,58,1599,5.05,5.09,3.18
"28419",28419,0.43,"Good","D","SI2",63.1,59,669,4.8,4.81,3.03
"42866",42866,0.54,"Very Good","E","SI1",60.2,58,1358,5.23,5.37,3.19
"16057",16057,1.08,"Very Good","G","VS2",62.3,58,6415,6.5,6.54,4.06
"24807",24807,1.51,"Premium","H","IF",60.2,60,13194,7.44,7.41,4.47
"22986",22986,2,"Good","J","SI2",61.5,61,11036,7.97,8.06,4.93
"1505",1505,0.75,"Ideal","E","SI1",61.1,57,2993,5.83,5.86,3.57
"53162",53162,0.81,"Ideal","J","VS1",62.3,57,2626,5.93,5.98,3.71
"44978",44978,0.32,"Ideal","I","VS1",62,54,523,4.37,4.41,2.72
"24326",24326,1.54,"Fair","E","SI1",64.7,56,12581,7.28,7.22,4.69
"25497",25497,2.22,"Good","I","SI2",62.7,61.2,14285,8.23,8.31,5.19
"7470",7470,1,"Very Good","F","SI1",63.1,59,4234,6.29,6.22,3.95
"43684",43684,0.5,"Good","D","SI1",63.7,56,1436,5.05,5.09,3.23
"20447",20447,1.51,"Ideal","G","SI2",60.5,55,8794,7.4,7.36,4.46
"31140",31140,0.41,"Very Good","E","SI1",62.9,57,755,4.73,4.78,2.99
"1685",1685,1.01,"Good","E","I1",63.8,57,3032,6.4,6.33,4.06
"34630",34630,0.31,"Ideal","E","VS2",61.6,56,872,4.4,4.37,2.7
"27467",27467,2.1,"Ideal","F","SI2",61,60,18124,8.22,8.2,5.01
"28201",28201,0.4,"Premium","D","SI2",60.4,59,666,4.8,4.83,2.91
"6507",6507,1.01,"Good","G","SI1",63.1,55,4064,6.31,6.33,3.99
"24963",24963,1.71,"Ideal","H","VS2",62.5,57,13445,7.59,7.63,4.76
"4031",4031,0.9,"Very Good","E","SI2",63.2,59,3526,6.1,6.15,3.87
"12465",12465,1.27,"Ideal","I","SI2",62.1,56,5249,6.96,6.92,4.31
"22665",22665,1.02,"Very Good","E","IF",63.5,58,10710,6.43,6.33,4.05
"6785",6785,1.02,"Premium","H","SI2",61.1,61,4113,6.51,6.48,3.97
"42741",42741,0.51,"Very Good","E","SI1",61,58,1343,5.1,5.13,3.12
"27184",27184,2.08,"Ideal","H","SI1",61.3,56,17469,8.24,8.27,5.06
"1050",1050,0.72,"Ideal","E","SI1",62.6,56,2907,5.7,5.73,3.58
"10178",10178,1.08,"Ideal","G","SI2",62.1,57,4733,6.56,6.58,4.08
"9223",9223,1.05,"Premium","F","SI2",62.6,59,4557,6.47,6.43,4.04
"9798",9798,0.93,"Ideal","G","SI1",62.2,58,4666,6.2,6.24,3.87
"45944",45944,0.59,"Very Good","F","VS2",61.8,58,1723,5.35,5.4,3.32
"46625",46625,0.3,"Premium","H","VS1",62.2,60,526,4.23,4.29,2.65
"42097",42097,0.44,"Ideal","E","VVS2",61.9,56,1274,4.88,4.91,3.03
"45433",45433,0.57,"Ideal","E","SI1",60.8,55,1670,5.39,5.41,3.28
"30870",30870,0.33,"Premium","G","VS2",62.1,56,743,4.44,4.41,2.75
"39956",39956,0.33,"Good","D","SI2",63.4,56,492,4.4,4.43,2.8
"27422",27422,2.32,"Premium","I","SI1",61.2,58,18026,8.57,8.52,5.23
